Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
Female,24,Business,91.58,41.72,45.99,96.67,98.06,27.7,57.38,60.660999999999994,D,14.2,Yes,Yes,Bachelor's,2,5,6.5
Female,20,Business,79.57,77.01,89.03,52.71,72.43,7.9,85.45,74.9885,C,24.1,Yes,No,Bachelor's,1,1,4.1
Male,24,Business,67.9,64.69,45.2,57.63,76.41,94.6,74.63,64.408,D,14.0,Yes,No,PhD,2,3,6.7
Female,20,CS,94.71,95.31,57.54,70.98,63.19,88.69999999999999,81.72,74.5985,C,7.2,No,Yes,PhD,3,10,4.9
Female,23,Engineering,53.51,69.97,42.74,80.7,99.28,8.5,52.26,59.31649999999999,F,26.5,Yes,Yes,High School,2,1,5.0
Male,24,Engineering,99.02,82.54,86.88,50.41,52.76,57.400000000000006,57.1,66.93849999999999,D,14.9,Yes,No,Bachelor's,1,10,7.0
Male,18,Engineering,80.81,53.13,42.36,85.97,67.93,96.0,79.47,66.889,D,8.3,Yes,Yes,Master's,2,3,5.1
Female,21,Engineering,59.17,85.66,58.5,77.94,64.88,74.7,72.97,71.279,C,21.2,Yes,Yes,,3,2,5.1
Female,19,Business,83.95,83.26,74.4,74.24,69.33,49.2,61.34,70.02000000000001,C,27.2,No,No,High School,3,4,6.7
Male,21,CS,88.17,94.24,64.57,71.17,95.89,24.1,62.04,70.35999999999999,C,26.5,Yes,Yes,Bachelor's,3,7,5.2
Male,21,Engineering,71.47,42.03,56.94,75.97,68.4,27.9,81.58,64.644,D,18.9,No,Yes,High School,3,1,4.6
Female,22,Mathematics,93.08,66.85,56.51,58.09,95.85,73.60000000000001,52.95,62.0185,D,7.2,Yes,No,High School,1,7,6.0
Female,20,CS,57.54,80.75,87.87,55.44,71.17,78.1,71.71,74.93100000000001,C,22.4,No,No,,2,6,4.3
Female,22,Mathematics,63.94,45.71,98.44,64.48,92.74,52.9,76.16,75.9055,C,20.2,Yes,No,PhD,2,4,8.5
Male,23,CS,54.67,64.64,60.88,85.48,76.09,12.1,65.41,65.57499999999999,D,10.3,Yes,No,PhD,2,9,6.3
Female,19,CS,60.54,96.53,42.35,79.41,65.57,93.4,91.03,75.5145,C,27.5,No,No,,1,7,4.1
Male,23,CS,61.94,66.16,42.19,74.01,72.47,84.5,52.84,58.897000000000006,F,7.2,Yes,No,High School,2,10,5.1
Male,18,Mathematics,95.88,99.12,85.55,78.58,71.22,14.1,93.29,83.8565,B,14.3,Yes,No,Bachelor's,2,10,8.8
Male,19,Engineering,53.91,43.41,73.14,77.96,63.0,5.699999999999999,86.16,68.92349999999999,D,7.4,No,Yes,PhD,1,5,6.5
Female,22,Engineering,71.37,83.07,87.02,65.35,64.48,53.6,72.31,74.839,C,27.8,Yes,No,Master's,3,2,5.8
Female,24,Mathematics,76.62,74.86,81.85,54.87,59.32,28.4,96.22,76.14,C,5.9,Yes,No,Bachelor's,3,1,5.6
Female,24,Engineering,94.93,70.03,94.45,94.84,66.8,28.3,85.11,81.971,B,15.6,Yes,No,High School,1,2,6.1
Male,22,Business,99.88,98.25,93.15,80.0,81.22,8.7,96.55,87.547,B,26.5,No,No,Master's,1,9,5.1
Female,23,Engineering,87.67,47.78,87.3,84.89,69.33,95.3,73.63,75.51249999999999,C,11.3,No,No,Bachelor's,3,2,7.7
Male,22,Business,98.54,93.76,68.51,73.2,85.62,83.0,72.65,76.67850000000001,C,7.6,Yes,No,,1,5,6.5
Male,22,Business,89.36,81.47,58.49,87.82,99.35,11.4,76.54,73.483,C,8.2,No,Yes,Master's,2,8,7.8
Male,21,Business,98.16,55.54,70.42,79.22,68.86,87.69999999999999,53.27,65.071,D,15.1,No,No,High School,2,8,5.3
Male,18,Mathematics,85.36,94.1,70.12,52.69,73.13,68.3,95.42,78.9025,C,15.7,No,Yes,Master's,1,9,4.0
Male,24,Engineering,53.99,65.76,76.62,94.5,58.21,32.5,83.39,75.657,C,23.0,No,No,,3,4,8.8
Male,21,Engineering,70.1,88.85,51.17,65.28,69.61,87.10000000000001,80.88,71.49199999999999,C,10.9,Yes,Yes,PhD,2,10,6.6
Female,22,Mathematics,82.33,63.33,79.34,56.89,86.34,59.8,96.32,78.38799999999999,C,22.5,Yes,Yes,PhD,3,7,4.4
Male,20,Mathematics,67.54,91.06,67.4,54.4,60.87,84.9,99.68,78.905,C,30.0,No,Yes,PhD,2,9,4.5
Female,21,Engineering,63.67,78.2,77.21,86.02,59.1,46.900000000000006,58.17,69.64150000000001,D,26.6,No,No,,3,7,6.2
Male,22,Mathematics,78.87,48.46,54.38,85.2,68.82,50.1,87.45,69.26599999999999,D,20.9,Yes,Yes,Bachelor's,1,1,7.5
Female,24,Mathematics,96.68,78.98,66.06,85.01,90.93,29.1,79.0,75.3615,C,28.5,No,Yes,,2,6,6.0
Female,22,Business,51.75,51.48,52.61,95.79,81.18,38.8,73.05,67.216,D,29.8,Yes,No,Master's,2,2,8.1
Female,18,Mathematics,88.46,64.72,92.52,67.45,97.88,56.8,98.88,85.2475,B,19.3,Yes,No,Bachelor's,2,7,5.6
Female,23,Business,86.14,50.22,69.28,78.06,95.23,94.7,92.51,78.57300000000001,C,11.8,Yes,No,PhD,1,9,4.2
Male,19,CS,98.2,41.32,53.5,80.97,57.56,60.0,84.84,65.9265,D,27.9,Yes,Yes,,1,7,4.0
Male,21,Business,96.54,52.71,42.47,98.97,52.13,14.7,69.13,60.0565,D,26.1,Yes,No,High School,3,8,8.3
Male,21,Business,88.11,72.18,80.54,65.62,69.95,0.7000000000000001,83.3,72.825,C,7.1,Yes,Yes,PhD,3,2,8.9
Male,21,Mathematics,76.02,68.89,52.88,97.82,76.1,85.1,76.58,73.0655,C,28.4,Yes,Yes,High School,3,10,4.7
Female,22,Engineering,60.21,70.09,99.37,57.44,75.78,36.4,62.47,72.111,C,14.2,Yes,No,Bachelor's,2,5,4.3
Female,18,CS,77.26,54.86,72.02,88.2,56.71,31.5,72.52,68.466,D,13.1,No,No,PhD,3,10,8.6
Female,22,CS,88.27,81.11,57.34,81.64,56.24,80.1,60.61,66.55950000000001,D,13.6,Yes,Yes,,3,1,4.5
Male,22,CS,94.78,82.26,79.46,90.84,52.34,94.5,75.02,78.295,C,13.0,No,Yes,High School,2,3,5.1
Female,23,Engineering,89.49,61.48,56.51,51.43,92.54,74.80000000000001,86.01,69.861,D,17.9,No,No,,3,1,8.0
Male,20,CS,59.76,92.87,89.22,53.91,97.39,17.4,51.83,70.48,C,19.5,No,Yes,PhD,2,2,9.0
Female,18,CS,79.98,78.64,58.49,53.48,55.78,39.1,88.27,68.4545,D,15.6,No,No,,2,4,6.4
Female,21,Engineering,66.61,82.78,99.29,79.65,60.66,75.9,51.0,74.348,C,15.3,No,No,PhD,3,6,5.1
Female,19,CS,50.46,56.64,76.31,80.15,54.49,90.7,75.86,72.338,C,23.4,Yes,Yes,Master's,3,1,8.2
Female,21,Mathematics,60.01,40.04,90.66,95.31,93.88,99.9,78.67,80.9515,B,5.1,Yes,No,,3,9,6.0
Female,22,Mathematics,55.66,91.92,44.37,73.38,97.94,51.2,88.06,74.65950000000001,C,28.7,Yes,Yes,Master's,1,1,5.4
Male,18,Business,92.14,89.35,60.9,53.4,63.09,82.30000000000001,88.05,73.4765,C,22.9,No,Yes,High School,3,8,6.5
Female,24,Business,62.93,47.39,84.25,60.48,65.18,4.699999999999999,70.87,65.25699999999999,D,22.7,Yes,No,,1,1,8.3
Male,18,Business,64.23,62.45,79.3,50.4,68.13,28.6,53.32,60.9915,D,15.5,No,Yes,,2,1,5.2
Male,18,Mathematics,98.0,79.68,51.65,88.84,75.12,37.2,84.68,72.9665,C,29.1,Yes,No,High School,2,8,6.1
Male,20,Mathematics,68.95,79.13,61.37,90.78,84.12,97.6,75.55,76.786,C,5.0,No,No,,3,2,6.2
Male,21,Mathematics,50.48,91.62,55.81,99.9,75.22,0.3,66.65,70.2125,C,6.9,No,No,PhD,3,1,8.2
Male,20,Business,64.19,48.42,76.8,70.61,97.55,30.8,61.74,66.8715,D,25.1,No,No,Master's,3,7,7.4
Male,24,Business,55.96,65.8,60.67,50.96,54.99,93.0,55.99,59.6275,F,23.5,Yes,No,Bachelor's,1,1,7.9
Male,24,Business,55.14,45.83,58.54,61.74,89.93,30.7,64.76,60.7265,D,11.8,No,No,PhD,2,4,7.5
Male,23,Business,53.87,63.38,52.44,79.39,66.72,22.5,72.92,64.1985,D,19.9,Yes,No,Bachelor's,1,10,7.0
Female,19,Business,79.66,40.91,64.54,98.1,68.88,73.0,73.88,69.68849999999999,D,18.3,Yes,No,High School,3,10,4.7
Female,23,Business,59.47,93.9,51.73,55.18,85.44,74.5,79.14,71.3055,C,18.2,No,No,High School,1,9,8.2
Male,22,Mathematics,68.06,71.62,97.75,56.08,96.47,47.2,68.12,76.0355,C,19.9,No,Yes,,2,10,7.0
Male,20,Engineering,93.1,90.99,49.27,85.09,85.81,94.7,95.99,80.8425,B,29.8,Yes,No,PhD,3,3,7.5
Male,20,Engineering,71.22,43.59,94.8,83.36,88.79,20.3,74.79,75.0735,C,29.7,No,No,Bachelor's,1,6,7.9
Female,23,Business,95.78,53.65,65.71,62.53,87.54,91.3,71.19,68.5305,D,29.5,Yes,Yes,Master's,2,10,5.6
Female,22,Engineering,74.9,55.56,62.67,90.66,66.05,75.6,52.41,63.7085,D,18.7,Yes,Yes,PhD,3,9,6.2
Male,18,Engineering,69.94,63.2,53.88,56.44,87.85,36.8,79.95,66.02600000000001,D,13.0,Yes,Yes,High School,3,4,6.7
Male,22,Mathematics,87.52,88.17,78.15,96.29,89.23,80.7,80.14,84.2065,B,19.0,Yes,No,PhD,3,3,5.7
Female,21,Business,53.66,63.19,81.13,60.05,76.67,13.3,79.16,70.8485,C,20.6,No,No,Master's,3,5,5.3
Female,23,Business,54.47,52.28,68.05,54.07,76.84,13.1,94.38,69.618,D,12.8,No,Yes,PhD,1,7,7.9
Male,22,Engineering,82.6,43.9,43.34,66.98,87.99,93.0,88.15,67.361,D,20.8,Yes,No,,1,5,7.8
Male,18,Business,74.35,44.77,95.11,59.39,90.85,9.5,93.37,76.9725,C,20.5,No,Yes,Master's,3,4,8.2
Male,22,Business,89.52,85.6,98.82,76.35,66.86,0.4,52.97,71.5945,C,27.6,No,Yes,Bachelor's,3,1,7.5
Male,20,Business,95.81,66.69,65.86,84.34,90.08,38.9,65.91,69.8455,D,10.9,No,No,High School,1,6,5.6
Female,19,Business,69.42,83.57,76.82,74.55,90.71,10.4,65.94,72.29599999999999,C,22.4,Yes,Yes,PhD,1,4,5.6
Female,20,Engineering,79.82,80.94,67.02,83.03,61.71,86.30000000000001,82.85,76.69149999999999,C,16.3,Yes,No,Master's,3,6,6.6
Male,24,CS,75.03,48.12,59.31,68.25,85.85,92.3,72.43,67.212,D,8.2,Yes,No,,3,6,8.2
Male,19,Engineering,99.08,48.57,44.64,51.4,59.33,48.2,88.87,61.159499999999994,D,12.9,Yes,No,,1,4,5.7
Male,24,Mathematics,91.55,85.32,67.36,98.7,54.65,42.5,69.22,72.799,C,6.4,No,Yes,Bachelor's,1,8,7.8
Female,22,CS,95.59,83.28,89.1,90.97,78.73,53.9,61.08,77.30449999999999,C,13.0,Yes,No,High School,1,4,5.5
Male,21,CS,62.72,62.68,41.02,53.67,95.43,22.6,64.55,57.74550000000001,F,6.7,Yes,No,,1,5,5.7
Male,22,CS,88.63,44.65,74.93,72.46,51.77,29.8,59.12,60.702,D,28.1,No,No,High School,3,5,7.8
Male,18,Engineering,63.27,40.73,92.85,81.75,91.33,10.1,59.89,69.18950000000001,D,7.5,Yes,Yes,Master's,1,2,7.4
Female,22,Mathematics,60.44,57.29,53.05,59.53,75.32,44.6,60.84,58.799499999999995,F,25.4,Yes,Yes,PhD,3,8,5.0
Male,19,Engineering,97.21,40.55,51.0,78.9,93.04,61.2,50.8,58.2715,F,27.7,Yes,Yes,Bachelor's,1,8,8.1
Female,20,Mathematics,50.97,53.8,86.34,76.68,92.17,93.0,85.8,80.764,B,16.7,Yes,Yes,,1,10,7.9
Male,21,Engineering,98.27,65.17,55.31,60.41,93.76,73.89999999999999,69.98,66.7295,D,6.3,Yes,Yes,PhD,2,8,8.0
Male,24,Engineering,57.46,47.28,51.52,57.06,88.44,72.30000000000001,51.13,56.329,F,19.9,No,Yes,,2,1,6.4
Male,22,Engineering,90.97,46.26,62.68,87.95,92.15,30.8,68.5,67.1065,D,10.9,No,Yes,Bachelor's,2,7,5.6
Female,22,CS,63.8,93.79,63.55,66.13,58.8,88.80000000000001,95.27,78.7765,C,9.4,Yes,No,,1,3,8.2
Male,20,Engineering,67.54,75.13,92.45,62.2,65.19,94.7,75.56,77.63399999999999,C,19.2,No,Yes,Bachelor's,2,1,6.9
Male,21,Mathematics,60.84,96.07,77.11,86.89,62.12,93.2,99.34,87.3955,B,13.9,No,Yes,PhD,2,5,8.7
Female,23,Mathematics,79.28,60.75,64.36,86.8,87.12,3.9,77.0,70.2295,C,23.3,No,Yes,Master's,3,4,5.3
Female,24,Mathematics,67.4,80.63,72.06,63.82,57.68,60.4,98.14,77.9125,C,19.8,Yes,Yes,Bachelor's,2,7,8.9
Female,22,CS,82.87,52.28,97.24,93.63,59.11,64.3,60.09,73.3495,C,25.7,No,No,Master's,2,1,5.9
Male,22,Engineering,50.78,77.1,46.79,84.41,93.95,29.5,64.5,66.144,D,6.5,No,Yes,High School,3,1,5.9
Female,23,Engineering,53.22,47.78,52.46,67.29,85.29,99.2,85.0,69.3645,D,10.9,No,No,PhD,1,8,5.2
Male,24,Business,54.98,40.12,97.75,71.37,93.77,29.1,99.34,81.795,B,19.2,No,Yes,Bachelor's,2,4,8.8
Female,19,CS,70.95,95.89,97.44,86.34,56.97,21.7,91.26,85.8545,B,27.0,Yes,Yes,PhD,3,9,4.2
Female,19,Mathematics,90.74,73.29,50.63,60.58,69.95,48.4,77.69,65.46000000000001,D,25.3,Yes,No,Master's,3,10,6.4
Female,18,Mathematics,94.41,95.62,48.71,73.44,64.16,32.3,54.26,61.8455,D,22.0,No,Yes,Master's,2,10,5.8
Male,20,Engineering,62.24,60.03,65.27,82.68,50.48,92.4,68.22,67.858,D,19.4,No,Yes,PhD,3,5,4.8
Male,21,Mathematics,78.72,59.67,42.98,76.97,64.23,44.0,54.32,56.16,F,20.8,Yes,Yes,PhD,2,6,7.6
Male,22,Engineering,88.42,64.04,79.29,80.42,68.98,41.0,65.56,70.1075,C,10.3,Yes,No,Master's,1,2,8.5
Male,24,Engineering,64.44,82.36,44.65,77.31,54.61,62.6,62.94,62.586,D,19.9,No,Yes,PhD,2,3,5.2
Male,22,Business,70.45,73.95,43.48,59.96,78.32,8.100000000000001,69.43,60.0225,D,17.3,No,No,Master's,1,7,6.5
Male,18,CS,76.2,95.52,69.11,70.51,69.16,75.7,91.86,80.441,B,14.6,No,Yes,High School,3,7,6.9
Male,24,Engineering,56.74,41.53,97.47,76.6,52.32,76.8,57.52,68.415,D,27.2,No,No,Master's,3,6,6.0
Male,24,Engineering,51.3,82.49,65.61,89.0,85.2,47.400000000000006,65.3,72.606,C,25.7,No,Yes,,1,4,8.6
Male,22,Engineering,57.64,59.82,61.39,82.7,86.46,95.6,63.06,69.0695,D,6.9,Yes,Yes,Master's,2,10,6.3
Female,20,Business,81.34,50.81,99.88,71.33,91.72,57.9,64.81,74.801,C,29.6,Yes,No,High School,2,4,8.9
Female,18,Engineering,53.68,70.62,71.92,98.72,74.28,69.5,68.03,74.693,C,10.7,No,No,Master's,2,8,5.5
Male,20,CS,59.48,70.3,62.51,55.39,98.43,92.4,62.22,67.61,D,10.4,No,Yes,PhD,3,9,4.4
Male,18,CS,66.89,48.22,63.15,60.34,95.7,66.6,97.13,74.1105,C,28.6,Yes,Yes,High School,3,8,6.9
Male,22,Mathematics,53.89,52.11,51.7,67.07,77.57,43.2,71.01,62.02199999999999,D,16.1,No,No,Bachelor's,1,8,8.1
Male,18,CS,59.58,64.49,70.73,61.43,72.25,2.5,55.71,60.633500000000005,D,25.1,Yes,No,Master's,2,5,5.9
Female,19,Mathematics,95.56,64.53,66.33,81.27,50.15,72.8,73.38,69.1215,D,12.2,No,Yes,PhD,3,2,4.9
Female,24,CS,50.96,59.05,56.25,51.98,85.55,96.5,59.22,61.863,D,26.8,No,Yes,Bachelor's,3,10,7.7
Male,21,Mathematics,82.67,48.91,49.63,58.87,78.25,47.0,60.81,56.99250000000001,F,25.8,Yes,No,Bachelor's,3,2,5.4
Female,22,Engineering,69.22,40.26,58.67,64.67,96.88,34.0,64.25,61.07,D,18.0,Yes,Yes,Bachelor's,1,2,7.8
Female,23,Business,83.63,98.21,70.52,84.17,79.71,51.900000000000006,56.24,72.425,C,22.6,No,No,,3,6,5.3
Male,21,Business,79.43,96.61,43.5,93.79,99.64,72.8,86.06,78.857,C,29.1,Yes,Yes,PhD,1,10,6.8
Male,22,Business,61.17,69.02,49.22,89.92,92.69,0.1,89.6,72.3,C,16.3,Yes,Yes,,1,5,8.4
Male,21,Engineering,92.36,99.7,96.86,59.1,97.68,88.69999999999999,69.71,83.15100000000001,B,17.4,Yes,Yes,PhD,1,4,5.0
Male,19,Business,74.6,80.42,72.57,78.27,66.38,88.6,84.45,78.34899999999999,C,23.1,No,Yes,PhD,2,4,8.1
Female,21,CS,91.13,44.13,43.81,51.5,57.47,54.1,69.45,54.584,F,14.7,No,Yes,High School,2,8,5.3
Male,18,Mathematics,70.3,47.06,81.59,65.53,89.84,12.2,58.2,64.34,D,29.0,Yes,No,Bachelor's,3,10,7.3
Female,21,Engineering,99.23,94.97,43.71,90.3,89.31,67.2,69.86,71.967,C,6.0,No,No,Master's,2,2,5.2
Male,22,Business,88.52,77.8,84.33,72.83,60.57,13.8,77.85,73.779,C,15.1,Yes,No,High School,2,5,4.6
Female,23,CS,98.3,90.59,85.0,57.5,88.24,50.8,52.05,70.4425,C,22.8,Yes,Yes,Master's,3,7,7.3
Male,23,CS,75.72,93.9,79.06,71.93,79.1,9.4,82.72,77.8355,C,15.7,Yes,No,Bachelor's,1,7,7.0
Male,20,Engineering,73.68,66.88,83.93,59.9,55.48,58.9,87.13,74.6315,C,11.5,Yes,Yes,PhD,1,8,6.0
Female,24,Engineering,87.77,42.91,45.28,69.66,75.09,31.8,93.0,65.2045,D,15.3,Yes,Yes,High School,3,3,4.2
Female,21,Business,94.01,51.3,83.61,74.39,96.56,83.10000000000001,55.14,70.109,C,27.0,No,Yes,,3,2,6.4
Female,23,Mathematics,98.21,43.99,48.2,67.48,75.32,80.0,50.0,55.3025,F,18.7,No,Yes,PhD,2,8,4.7
Male,21,Business,66.23,51.32,60.37,96.85,89.43,99.8,53.66,67.34899999999999,D,13.4,No,No,,1,9,5.8
Female,24,Business,89.94,64.63,96.56,78.13,51.45,25.8,96.21,80.85199999999999,B,21.8,No,Yes,PhD,2,1,6.9
Female,23,Engineering,60.53,47.09,70.17,92.14,86.4,6.2,88.28,73.861,C,20.3,Yes,Yes,PhD,1,9,8.7
Female,24,Business,77.28,50.0,98.05,88.04,97.34,44.3,91.77,84.6985,B,19.0,No,No,Bachelor's,1,8,6.6
Female,21,Business,58.99,66.75,45.34,83.06,74.98,8.299999999999999,75.85,64.4745,D,14.8,Yes,Yes,High School,2,7,5.0
Female,22,Mathematics,67.37,60.41,68.65,74.84,66.89,17.8,76.34,67.93100000000001,D,6.8,Yes,No,Master's,1,8,8.7
Female,21,CS,96.57,68.06,43.74,50.11,82.33,59.7,64.93,59.3575,F,20.5,Yes,No,Bachelor's,1,3,4.1
Female,24,CS,57.3,65.75,77.81,80.67,95.81,59.2,92.14,81.5985,B,15.5,No,No,Master's,1,2,7.2
Female,22,Mathematics,81.62,78.67,44.72,67.8,58.84,4.3,91.49,66.6965,D,15.7,No,No,PhD,2,4,5.3
Female,22,CS,79.65,96.23,50.52,55.89,70.18,44.3,69.61,65.564,D,10.9,Yes,Yes,,2,7,7.8
Male,20,Business,56.04,46.47,55.53,72.23,57.81,53.0,66.46,60.0565,D,11.2,No,No,Master's,3,2,5.7
Male,23,Mathematics,66.3,45.96,84.92,86.78,74.83,26.8,86.92,76.04000000000002,C,24.7,No,Yes,,1,7,6.1
Female,18,Mathematics,78.15,91.17,49.84,98.08,77.02,87.2,51.31,68.3025,D,17.0,Yes,Yes,Master's,1,7,7.9
Male,22,Engineering,59.36,70.38,90.8,68.71,97.21,16.1,93.0,81.98949999999999,B,7.7,No,No,,1,10,8.5
Male,24,CS,90.03,85.98,47.91,77.14,70.63,25.4,72.31,66.4715,D,6.1,No,Yes,Bachelor's,2,9,4.9
Female,23,Engineering,98.61,52.93,42.11,92.56,78.35,15.7,72.07,62.592,D,10.6,No,Yes,Master's,1,3,5.5
Female,19,Business,60.74,89.73,63.7,66.7,94.26,11.7,83.45,74.4355,C,17.2,Yes,No,Bachelor's,2,9,4.0
Female,21,Mathematics,59.35,95.43,98.77,57.11,66.07,87.89999999999999,82.29,83.26249999999999,B,20.4,Yes,No,Bachelor's,2,7,8.3
Female,24,Business,72.75,78.13,46.62,64.09,83.71,27.8,63.3,61.739,D,8.6,No,Yes,,2,8,8.7
Female,19,CS,87.39,46.35,46.1,94.96,87.86,72.30000000000001,97.16,74.2705,C,15.8,No,No,Master's,2,3,5.4
Female,24,Engineering,64.08,93.72,85.07,57.97,66.53,42.8,99.32,82.61,B,6.8,No,Yes,Master's,3,5,5.9
Male,21,CS,50.99,87.55,58.73,66.46,58.22,63.6,76.3,69.676,D,5.9,No,No,High School,2,7,6.1
Female,20,Business,77.06,85.05,83.04,73.23,75.15,92.8,78.07,80.07799999999999,B,26.6,No,No,,3,8,6.0
Male,24,Engineering,97.83,42.2,52.0,92.36,67.84,84.5,77.72,67.509,D,21.5,No,Yes,Master's,2,6,6.0
Female,22,CS,69.56,87.94,67.6,96.89,63.32,6.9,74.29,73.5885,C,24.5,Yes,Yes,PhD,2,6,6.4
Female,18,Business,71.01,48.28,55.92,71.29,98.67,84.5,97.26,75.1855,C,9.5,No,Yes,High School,1,5,4.8
Male,22,CS,98.45,53.34,67.09,96.6,75.11,45.2,62.24,67.70649999999999,D,13.1,Yes,No,Master's,2,4,4.3
Female,21,Mathematics,84.73,74.63,86.15,58.07,92.82,35.0,55.4,69.09449999999998,D,16.1,No,No,,1,7,7.6
Female,24,Engineering,85.96,55.9,85.72,57.84,59.77,67.2,96.48,76.772,C,21.5,Yes,Yes,PhD,2,10,8.2
Male,18,Engineering,78.14,79.68,70.95,97.46,96.97,95.0,60.65,76.9505,C,18.4,Yes,No,Master's,3,5,8.1
Female,22,Engineering,98.73,76.48,95.7,75.48,89.72,9.4,87.46,82.399,B,18.8,Yes,Yes,Bachelor's,3,8,7.1
Male,18,Mathematics,84.44,46.49,55.83,59.3,90.43,76.8,60.19,60.766000000000005,D,8.9,No,No,Bachelor's,3,1,8.8
Female,21,Engineering,94.75,79.36,54.42,74.4,69.49,20.4,98.01,74.041,C,16.9,Yes,Yes,PhD,2,8,4.0
Female,20,Mathematics,84.97,95.44,76.83,89.16,74.28,38.0,89.56,83.09349999999999,B,25.6,Yes,Yes,PhD,1,5,5.6
Male,20,Engineering,86.76,49.67,77.28,91.35,79.67,87.4,95.94,81.592,B,17.7,Yes,No,PhD,2,4,5.6
Female,24,CS,64.52,75.82,42.79,93.2,89.49,54.6,97.55,76.9945,C,10.0,Yes,No,PhD,1,6,5.7
Male,22,CS,65.17,60.51,76.47,78.48,92.45,6.7,54.22,65.812,D,15.3,No,No,,3,7,8.0
Male,19,CS,89.15,67.58,62.47,93.35,53.9,50.8,71.67,69.188,D,23.9,Yes,Yes,Bachelor's,1,3,5.8
Male,21,CS,64.84,57.22,84.85,75.5,95.2,79.0,82.41,79.3135,C,8.4,Yes,Yes,Master's,3,4,6.6
Female,22,Mathematics,78.14,61.25,88.49,80.35,96.87,52.9,90.12,82.7305,B,19.5,Yes,No,Master's,1,7,7.1
Female,22,Business,62.47,41.73,73.13,87.94,79.64,16.7,62.07,65.15299999999999,D,29.1,Yes,Yes,Bachelor's,1,7,8.2
Male,20,Business,90.85,98.89,40.1,71.27,59.34,44.5,95.73,72.427,C,14.5,Yes,Yes,Master's,1,3,7.1
Female,24,CS,55.53,77.49,78.18,53.68,90.92,92.4,61.05,71.2475,C,6.1,No,No,Bachelor's,3,9,5.9
Female,18,Business,91.47,70.04,84.93,67.51,77.43,65.8,93.31,80.891,B,20.8,Yes,No,High School,3,3,7.5
Female,21,Business,80.14,63.02,54.94,81.2,90.86,73.0,75.64,70.79599999999999,C,6.2,No,No,Bachelor's,3,8,6.6
Male,18,Engineering,59.35,72.36,67.88,59.62,90.74,78.60000000000001,75.77,72.502,C,9.8,No,Yes,Master's,3,8,6.6
Female,23,Mathematics,77.1,62.81,97.94,57.42,54.34,9.1,68.7,69.0185,D,6.2,Yes,Yes,High School,1,3,5.7
Male,23,CS,64.12,61.59,57.89,64.65,80.35,58.2,55.18,60.9075,D,9.3,No,Yes,Master's,3,7,4.0
Female,21,Business,66.17,67.84,53.39,51.61,74.16,37.6,67.35,60.766,D,26.4,No,Yes,,2,3,5.8
Female,24,Business,67.58,56.56,52.65,87.17,97.31,13.9,71.34,66.55000000000001,D,23.4,Yes,Yes,Master's,1,2,5.5
Male,19,CS,53.17,50.8,73.53,62.94,64.83,20.3,73.95,65.12650000000001,D,13.5,Yes,No,High School,2,7,4.5
Female,23,Engineering,99.3,73.4,96.99,56.21,60.3,78.1,86.95,79.709,C,27.4,Yes,Yes,Bachelor's,3,8,5.0
Male,20,CS,51.58,90.57,76.52,84.96,94.85,16.1,67.6,76.0295,C,21.6,No,Yes,Master's,1,9,8.9
Female,19,Engineering,83.12,49.17,58.2,92.15,57.44,31.200000000000003,70.33,64.151,D,16.2,Yes,No,Bachelor's,3,1,5.4
Male,22,Business,68.56,41.96,78.31,50.99,84.33,28.5,95.3,71.968,C,6.7,No,Yes,Master's,1,9,6.6
Female,23,Mathematics,82.3,54.81,77.49,61.68,65.0,4.9,87.63,69.88,D,23.3,Yes,Yes,PhD,1,2,6.7
Female,20,Engineering,67.81,98.78,75.82,97.26,78.39,46.2,51.14,73.852,C,14.4,Yes,No,Master's,3,3,6.8
Female,22,Engineering,83.69,89.73,49.57,69.26,80.81,76.6,90.6,75.332,C,12.6,No,No,PhD,3,8,4.2
Male,19,CS,86.46,75.75,78.07,96.93,70.87,2.2,99.5,82.4665,B,12.2,Yes,Yes,Master's,1,2,7.9
Male,21,Business,84.53,95.75,65.81,63.71,98.75,11.3,96.99,79.90849999999999,C,5.2,No,No,Master's,2,7,7.7
Male,22,Mathematics,55.7,66.72,41.12,60.9,56.59,72.0,91.8,66.222,D,23.6,No,Yes,PhD,1,8,8.9
Female,18,CS,82.84,99.0,72.39,60.71,69.57,59.400000000000006,81.46,76.419,C,8.6,Yes,No,,3,10,4.9
Male,21,CS,64.0,57.78,99.36,54.26,71.52,71.5,63.91,71.546,C,18.0,No,Yes,Bachelor's,3,5,6.8
Male,21,Mathematics,51.44,54.42,60.98,94.82,81.55,23.0,82.72,71.752,C,5.4,Yes,No,High School,2,3,8.0
Male,19,Business,70.74,78.28,97.93,98.99,70.36,80.39999999999999,84.78,87.56299999999999,B,20.7,Yes,No,Master's,2,9,4.6
Male,19,Mathematics,71.68,62.69,45.77,97.73,54.85,48.0,64.08,62.61449999999999,D,14.2,Yes,Yes,High School,1,8,7.9
Male,20,CS,73.36,77.58,83.95,92.6,97.37,61.0,62.77,78.1325,C,20.8,No,Yes,,1,3,5.3
